약수터명,소재지도로명주소,소재지지번주소,위도,경도,지정일자,일평균이용인구수,수질검사일자,수질검사결과구분,부적합항목,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
옥화유원지공동우물3,,충청북도 청주시 상당구 미원면 옥화리 153-2,36.617511,127.703871,,50,2019-07-31,적합,,043-201-5332,청주시 상당구청,2020-06-30,5710000,충청북도 청주시
양지등산로공동우물,,충청북도 청주시 서원구 현도면 양지리 15-1,36.479905,127.430443,,50,2020-03-26,부적합,총대장균군,043-201-6332,청주시 서원구청,2020-06-30,5710000,충청북도 청주시
잠방골옹달샘,,충청북도 청주시 상당구 미원면 미원리 산45-1,36.639149,127.650783,,70,2020-03-30,적합,,043-201-5332,청주시 상당구청,2020-06-30,5710000,충청북도 청주시
묘안옹달샘,,충청북도 청주시 흥덕구 옥산면 신촌리 산9-1,36.661697,127.352687,,20,2020-03-16,부적합,총대장균군,043-201-7335,청주시 흥덕구청,2020-06-30,5710000,충청북도 청주시
초정약수원탕매점,,충청북도 청주시 청원구 내수읍 초정리 111-4,36.7206590670,127.6005325939,,150,2019-11-14,적합,,043-201-8334,청주시 청원구청,2020-06-30,5710000,충청북도 청주시
원산면옥(초정약수터),충청북도 청주시 청원구 내수읍 미원초정로 1357,충청북도 청주시 청원구 내수읍 초정리 111-5,36.7206590670,127.6005325939,,150,2019-11-14,적합,,043-201-8334,청주시 청원구청,2020-06-30,5710000,충청북도 청주시
초정공원,,충청북도 청주시 청원구 내수읍 초정리 64-2,36.721797,127.601585,,100,2018-05-09,적합,,043-201-8334,청주시 청원구청,2020-06-30,5710000,충청북도 청주시
갈마석수천약수터,,대전광역시 서구 갈마동 414-1,,,1992-01-01,200,2019-12-11,적합,,042-288-3546,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
두루봉약수터,,대전광역시 서구 도마동 산7,,,1985-01-01,300,2019-12-11,적합,,042-288-3546,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
내원사약수터,,대전광역시 서구 도마동 산7,,,1985-01-01,400,2019-12-11,적합,,042-288-3546,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
월평약수터,,대전광역시 서구 월평동 산36-5,,,1995-01-01,200,2019-12-11,적합,,042-288-3546,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
서당골약수터,,대전광역시 서구 정림동 산2-1,,,1987-01-01,450,2019-11-06,적합,,042-288-3546,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
구선천약수터,,대전광역시 서구 도마동 산27-1,,,1985-01-01,200,2019-12-11,적합,,042-288-3546,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
명암약수터,,대전광역시 서구 정림동 산18-1,,,1985-01-01,80,2019-12-11,적합,,042-288-3546,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
빼올약수터,대전광역시 서구 벌곡로1285번길 182(가수원동),대전광역시 서구 가수원동 618-4,36.292351,127.3498167,1985-01-01,225,2019-12-11,적합,,042-288-3546,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
한천약수터,,대전광역시 서구 관저동 산68-1,,,2006-01-01,110,2019-12-11,적합,,042-288-3546,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
오량약수터,,대전광역시 서구 복수동 336-31,,,1992-01-01,550,2019-11-06,적합,,042-288-3546,대전광역시 서구청,2020-06-30,3660000,대전광역시 서구
탑동약수터,전라남도 영암군 영암읍 용흥리 산30-1,전라남도 영암군 영암읍 용흥리 산30-1,37.566535,126.977969,1972-01-01,35,2019-06-13,적합,,061-470-2692,수도사업소,2020-07-13,4940000,전라남도 영암군
냉천약수터,전라남도 영암군 금정면 연보리 587-2,전라남도 영암군 금정면 연보리 587-2,34.826377,126.744629,1974-01-01,30,2019-06-13,적합,,061-470-2692,수도사업소,2020-07-13,4940000,전라남도 영암군
길암천약수터,전라남도 영암군 미암면 춘동리 122-7,전라남도 영암군 미암면 춘동리 122-7,34.707286,126.5629792,1970-01-01,20,2019-06-13,적합,,061-470-2692,수도사업소,2020-07-13,4940000,전라남도 영암군
대림생수,,대구광역시 달성군 가창면 냉천리 477-1,,,1996-01-26,500,2020-02-10,적합,,053-668-2605,대구광역시 달성군청,2020-07-02,3480000,대구광역시 달성군
남산골약수터,,충청북도 진천군 진천읍 교성리 69-22,36.8463412,127.4408637,1996-09-03,100,2020-05-01,적합,,043-539-7647,충청북도 진천군,2020-07-12,4450000,충청북도 진천군
보련약수터,,충청북도 진천군 진천읍 연곡리 산 16-10,36.84569985,127.3626101,1996-09-03,50,2020-05-01,적합,,043-539-7647,충청북도 진천군,2020-07-12,4450000,충청북도 진천군
엽돈제약수터,,충청북도 진천군 백곡면 갈월리 산48-1,36.8893761,127.3296322,1996-09-03,120,2020-05-01,적합,,043-539-7647,충청북도 진천군,2020-07-12,4450000,충청북도 진천군
연화산,,강원도 태백시 황지동 산1(황지동),37.16991171,128.9950706,1996-04-20,30,2020-06-18,적합,,033-550-2733,상수도사업소,2020-07-10,4220000,강원도 태백시
한마음2,,강원도 태백시 황지동 산1(상장동),37.16991171,128.9950706,2016-04-11,100,2020-06-18,적합,,033-550-2733,상수도사업소,2020-07-10,4220000,강원도 태백시
마을,,강원도 태백시 황지동 5-4(황연동),37.180998,128.988878,2000-03-22,20,2020-06-18,적합,,033-550-2733,상수도사업소,2020-07-10,4220000,강원도 태백시
초당,,강원도 태백시 통동 산67-1(황연동),37.16184622,129.0403798,2000-12-31,5,2020-06-18,적합,,033-550-2733,상수도사업소,2020-07-10,4220000,강원도 태백시
너덜,,강원도 태백시 화전동 산47-62(삼수동),37.200099,128.918164,1998-09-21,15,2020-06-18,적합,,033-550-2733,상수도사업소,2020-07-10,4220000,강원도 태백시
절골,,강원도 태백시 황지동 산121(삼수동),37.1708454,128.9617838,1998-09-21,25,2020-06-18,적합,,033-550-2733,상수도사업소,2020-07-10,4220000,강원도 태백시
용정,,강원도 태백시 소도동 산80,37.12807427,128.9676473,2000-03-22,300,2020-06-18,적합,,033-550-2733,상수도사업소,2020-07-10,4220000,강원도 태백시
계량촌,,강원도 태백시 장성동 산80(장성동),37.10771645,128.9928423,1998-05-20,10,2020-06-18,적합,,033-550-2733,상수도사업소,2020-07-10,4220000,강원도 태백시
문화동골,,강원도 태백시 장성동 산79(구문소동),37.0939905,129.0190205,2000-03-22,20,2020-06-18,적합,,033-550-2733,상수도사업소,2020-07-10,4220000,강원도 태백시
메밀뜰,,강원도 태백시 장성동 산68-4(구문소동),37.094121,129.022891,1998-09-21,5,2020-06-18,적합,,033-550-2733,상수도사업소,2020-07-10,4220000,강원도 태백시
건널목,,강원도 태백시 철암동 337-5(철암동),37.11972209,129.0463145,2000-12-31,40,2020-06-18,적합,,033-550-2733,상수도사업소,2020-07-10,4220000,강원도 태백시
범바위,,충청북도 충주시 호암직동 산2,36.950153,127.951753,1995-01-01,40,2020-06-19,적합,,043-850-3642,충청북도 충주시청,2020-06-30,4390000,충청북도 충주시
샘골,,충청북도 충주시 안림동 산72-4,36.96160237,127.9570621,1995-01-01,30,2020-06-19,적합,,043-850-3642,충청북도 충주시청,2020-06-30,4390000,충청북도 충주시
탄금대,충청북도 충주시 탄금대안길 105,충청북도 충주시 칠금동 산1-1,36.98825212,127.898291,1995-01-01,30,2020-05-22,부적합,총대장균군,043-850-3642,충청북도 충주시청,2020-06-30,4390000,충청북도 충주시
다릿재,충청북도 충주시 산척면 천등박달로 762,충청북도 충주시 산척면 송강리 산 2-1,37.10700401,127.9930068,1995-01-01,50,2020-06-19,적합,,043-850-3642,충청북도 충주시청,2020-06-30,4390000,충청북도 충주시
세계사,,충청북도 충주시 수안보면 미륵리 25,36.82012863,128.094703,1995-01-01,50,2020-06-19,적합,,043-850-3642,충청북도 충주시청,2020-06-30,4390000,충청북도 충주시
마즈막재,충청북도 충주시 충주호수로 1170,충청북도 충주시 종민동 산 6-1,36.97931666,127.9950872,1998-08-01,50,2020-06-19,적합,,043-850-3642,충청북도 충주시청,2020-06-30,4390000,충청북도 충주시
우2동 체육공원약수터,,부산광역시 해운대구 우2동 산148-75,,,1999-05-28,150,2020-04-20,적합,,051-749-4387,부산광역시 해운대구청,2020-06-30,3330000,부산광역시 해운대구
초록공원약수터,,부산광역시 해운대구 반여3동 산110-2,,,1999-05-28,300,2020-04-20,적합,,051-749-4387,부산광역시 해운대구청,2020-06-30,3330000,부산광역시 해운대구
장산약수터,,부산광역시 해운대구 반송1동 250-2794,,,1999-05-28,100,2020-04-20,적합,,051-749-4387,부산광역시 해운대구청,2020-06-30,3330000,부산광역시 해운대구
장천사약수터,,부산광역시 해운대구 반송1동 산51-120,,,1999-05-28,300,2020-04-20,적합,,051-749-4387,부산광역시 해운대구청,2020-06-30,3330000,부산광역시 해운대구
체육공원내약수터,,부산광역시 해운대구 재송2동 산69,,,1999-05-28,200,2020-04-20,부적합,대장균,051-749-4387,부산광역시 해운대구청,2020-06-30,3330000,부산광역시 해운대구
옥천사약수터,,부산광역시 해운대구 재송2동 산74-2,,,1999-05-28,150,2020-04-20,적합,,051-749-4387,부산광역시 해운대구청,2020-06-30,3330000,부산광역시 해운대구
고씨제당약수터,,부산광역시 해운대구 재송2동 산51-1,,,1999-05-28,200,2020-04-20,적합,,051-749-4387,부산광역시 해운대구청,2020-06-30,3330000,부산광역시 해운대구
장산제일약수터,,부산광역시 해운대구 재송2동 산31,,,1999-05-28,300,2020-04-20,적합,,051-749-4387,부산광역시 해운대구청,2020-06-30,3330000,부산광역시 해운대구
장산산림욕장약수터,,부산광역시 해운대구 우1동 산148-1,,,2007-08-28,500,2020-04-20,적합,,051-749-4387,부산광역시 해운대구청,2020-06-30,3330000,부산광역시 해운대구
초록공원위약수터,,부산광역시 해운대구 반여3동 산114-1,,,2007-08-28,100,2020-04-20,부적합,대장균,051-749-4387,부산광역시 해운대구청,2020-06-30,3330000,부산광역시 해운대구
송내,,경기도 부천시 송내동 산36-1,37.4782731850,126.7628736520,,130,2020-02-10,부적합,총대장균군,032-625-3578,경기도 부천시청,2020-02-13,3860000,경기도 부천시
송학,,경기도 부천시 송내동 산85-1,37.4730728043,126.7685800299,,100,2020-02-10,부적합,총대장균군,032-625-3578,경기도 부천시청,2020-02-13,3860000,경기도 부천시
정명,,경기도 부천시 심곡본동 산69-1,37.4739309386,126.7742976041,,130,2020-02-10,적합,,032-625-3578,경기도 부천시청,2020-02-13,3860000,경기도 부천시
성주산,,경기도 부천시 심곡본동 산 16-17,37.4752112139,126.7842760570,,200,2020-02-10,부적합,총대장균군,032-625-3578,경기도 부천시청,2020-02-13,3860000,경기도 부천시
청심,,경기도 부천시 소사본동 산86,37.4768750974,126.7875723564,,100,2020-02-10,적합,,032-625-3578,경기도 부천시청,2020-02-13,3860000,경기도 부천시
오복,,경기도 부천시 소사본동 산60-3,37.4671836733,126.7893861590,,120,2020-02-10,적합,,032-625-3578,경기도 부천시청,2020-02-13,3860000,경기도 부천시
영정천,,경기도 부천시 작동 산13,37.5160628247,126.8219363787,,50,2020-02-10,부적합,총대장균군,032-625-3578,경기도 부천시청,2020-02-13,3860000,경기도 부천시
도당제2,,경기도 부천시 여월동 113-10,37.5115615701,126.7916011011,,100,2020-02-10,부적합,총대장균군,032-625-3578,경기도 부천시청,2020-02-13,3860000,경기도 부천시
춘덕,,경기도 부천시 역곡동 산21,37.4951186892,126.8020508320,,100,2020-02-10,부적합,총대장균군,032-625-3578,경기도 부천시청,2020-02-13,3860000,경기도 부천시
한샘,,경기도 부천시 춘의동 산16-1,37.5023452456,126.8024046792,,100,2020-02-10,적합,,032-625-3578,경기도 부천시청,2020-02-13,3860000,경기도 부천시
용담,,경기도 양평군 양서면 용담리 61-2,37.542648,127.335807,,120,2020-01-15,적합,,031-770-3714,경기도 양평군청,2020-02-03,4170000,경기도 양평군
석간수,경기도 양평군 단월면 석산로 1257,경기도 양평군 단월면 석산리 산100,37.6313639062,127.608277,,200,2020-01-15,적합,,031-770-3714,경기도 양평군청,2020-02-03,4170000,경기도 양평군
여물,,경기도 양평군 청운면 여물리 119-3,37.552485,127.700061,,60,2020-01-15,적합,,031-770-3714,경기도 양평군청,2020-02-03,4170000,경기도 양평군
감상골,경기도 양평군 지평면 지평감상골길 57,경기도 양평군 지평면 지평리 57,37.4702227562,127.6466078238,2002-02-02,60,2020-01-15,적합,,031-770-3714,경기도 양평군청,2020-02-03,4170000,경기도 양평군
말미산,,경기도 양평군 양동면 석곡리 산119-1,37.420066,127.748247,2008-12-26,60,2020-01-15,적합,,031-770-3714,경기도 양평군청,2020-02-03,4170000,경기도 양평군
백년,경기도 양평군 양평읍 약수사길 78-14,경기도 양평군 양평읍 백안리 산68-1,37.5160479391,127.5194213919,2011-04-07,60,2020-01-15,적합,,031-770-3714,경기도 양평군청,2020-02-03,4170000,경기도 양평군
용화수,,경기도 양평군 용문면 다문리 산40,37.473769,127.597573,2011-04-07,150,2020-01-15,적합,,031-770-3714,경기도 양평군청,2020-02-03,4170000,경기도 양평군
청룡산,,서울특별시 관악구 봉천동 산175-34,,,2012-12-31,100,2020-04-21,적합,,02-879-6541,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
만수,,서울특별시 관악구 봉천동 산4-9,,,1985-12-31,200,2020-04-21,부적합,총대장균군검출,02-879-6541,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
상봉,,서울특별시 관악구 봉천동 산4-9,,,2011-12-31,100,2020-04-21,부적합,총대장균군검출,02-879-6541,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
천지,,서울특별시 관악구 봉천동 산 4-9,,,1985-12-31,150,2020-04-21,적합,,02-879-6541,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
안골,,서울특별시 관악구 신림동 산156-1,,,1991-12-31,150,2020-04-21,적합,,02-879-6541,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
청룡,,서울특별시 관악구 신림동 산68-3,,,1981-12-31,200,2020-04-21,적합,,02-879-6541,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
산장,,서울특별시 관악구 신림동 산57-13,,,1992-12-31,100,2020-04-21,부적합,총대장균군검출,02-879-6541,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
송암,,서울특별시 관악구 신림동 산57-13,,,1990-12-31,100,2020-04-21,적합,,02-879-6541,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
쌍생수,,서울특별시 관악구 신림동 산56-2,37.4555991025,126.9457490906,1987-12-31,150,2020-04-21,적합,,02-879-6541,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
장수,,서울특별시 관악구 신림동 산114-3,,,1987-12-31,100,2020-04-21,적합,,02-879-6541,서울특별시 관악구청,2020-06-02,3200000,서울특별시 관악구
계족산약수터,,대전광역시 대덕구 법동 산17,36.37733401,127.4356042,1990-01-01,100,2020-02-20,적합,,042-608-6354,대전광역시 대덕구청,2020-04-17,3680000,대전광역시 대덕구
구봉약수터,대전광역시 대덕구 중리동로41번길 28 (중리동),대전광역시 대덕구 중리동로41번길 28 (중리동),36.36307283,127.4281548,1992-01-01,150,2020-03-11,적합,,042-608-6354,대전광역시 대덕구청,2020-04-17,3680000,대전광역시 대덕구
남도약수터,대전광역시 대덕구 비래동 산8-4,대전광역시 대덕구 비래동 산8-4,36.36812428,127.4579507,1989-01-01,100,2020-02-20,적합,,042-608-6354,대전광역시 대덕구청,2020-04-17,3680000,대전광역시 대덕구
대철약수터,대전광역시 대덕구 상서동 26,대전광역시 대덕구 상서동 26,36.41985396,127.4282846,1990-01-01,50,2020-02-20,적합,,042-608-6354,대전광역시 대덕구청,2020-04-17,3680000,대전광역시 대덕구
밭탕골약수터,대전광역시 대덕구 신상로 50 (비래동),대전광역시 대덕구 신상로 50 (비래동),36.35411319,127.4616086,1989-01-01,200,2020-02-20,적합,,042-608-6354,대전광역시 대덕구청,2020-04-17,3680000,대전광역시 대덕구
비래사약수터,대전광역시 대덕구 비래동 산1-15,대전광역시 대덕구 비래동 산1-15,36.37538102,127.453042,1990-01-01,150,2020-02-20,적합,,042-608-6354,대전광역시 대덕구청,2020-04-17,3680000,대전광역시 대덕구
안산약수터,대전광역시 대덕구 계족로663번길 25 (법동),대전광역시 대덕구 계족로663번길 25 (법동),36.36823823,127.4271803,1991-01-01,150,2020-03-11,적합,,042-608-6354,대전광역시 대덕구청,2020-04-17,3680000,대전광역시 대덕구
우족산약수터,대전광역시 대덕구 비래동 산8-4,대전광역시 대덕구 비래동 산8-4,36.368191,127.4579507,1989-01-01,100,2020-02-20,적합,,042-608-6354,대전광역시 대덕구청,2020-04-17,3680000,대전광역시 대덕구
사자골 약수터,경기도 평택시 지산동 525,경기도 평택시 지산동 525,37.071135,127.0700091,2011-05-31,300,2020-03-03,적합,없음,031-8024-5165,평택시 상하수도사업소,2020-04-24,3910000,경기도 평택시
신기산성약수터,,경상남도 양산시 신기동 산 20,35.353645,129.057336,2005-12-20,100,2020-03-20,적합,없음,055-392-5414,양산시 수도과,2020-05-29,5380000,경상남도 양산시
북정약수터,,경상남도 양산시 북정동 산 35,35.360556,129.057551,2005-12-20,120,2020-03-20,적합,없음,055-392-5414,양산시 수도과,2020-05-29,5380000,경상남도 양산시
평산공동우물,,경상남도 양산시 하북면 지산리 265-2,35.492459,129.070128,2005-12-20,120,2020-03-20,적합,없음,055-392-5414,양산시 수도과,2020-05-29,5380000,경상남도 양산시
찬물샘약수터,,경상남도 양산시 원동면 대리 산69-12,35.467441,128.972175,2005-12-20,150,2020-03-20,적합,없음,055-392-5414,양산시 수도과,2020-05-29,5380000,경상남도 양산시
천정약수터,,경상남도 양산시 주진동 산 75-3,35.390703,129.135119,2005-12-20,100,2020-03-12,적합,없음,055-392-6063,웅상출장소 도시건설과,2020-05-29,5380000,경상남도 양산시
산신,,경기도 시흥시 하중동 산2-3,37.2358000,126.4827400,,50,2020-04-03,적합,,031-310-6183,경기도 시흥시청,2020-06-02,4010000,경기도 시흥시
청용,경기도 시흥시 소래산길 41,경기도 시흥시 대야동 산140-6,37.4519678,126.7855024,,80,2020-04-03,적합,,031-310-2342,경기도 시흥시청,2020-06-02,4010000,경기도 시흥시
황고개,,경기도 시흥시 장곡동 산15-5,37.2217400,126.4726400,,30,2020-04-03,부적합,인근공사로 인한 채수불가(현재 미사용),031-310-6135,경기도 시흥시청,2020-06-02,4010000,경기도 시흥시
목감,경기도 시흥시 동서로 989-67,경기도 시흥시 조남동 산19-1,37.3845972178,126.8513844235,,30,2020-04-03,적합,,031-310-6135,경기도 시흥시청,2020-06-02,4010000,경기도 시흥시
생금우물,경기도 시흥시 서해안로 277,경기도 시흥시 정왕동 2138,37.3545146,126.7099128,,100,2020-04-03,적합,,031-310-2342,경기도 시흥시청,2020-06-02,4010000,경기도 시흥시
능곡,경기도 시흥시 능골길26,경기도 시흥시 능곡동 617,37.3696788828,126.8172387095,,50,2020-04-03,적합,,031-310-2342,경기도 시흥시청,2020-06-02,4010000,경기도 시흥시
비둘기공원,,경기도 시흥시 은행동 551,37.0263040,126.4738100,,100,2020-04-03,적합,,031-310-2342,경기도 시흥시청,2020-06-02,4010000,경기도 시흥시
우름바위,,서울특별시 양천구 신정3동 621,37.510368,126.856143,1991-01-01,400,2019-03-25,적합,,02-2620-3587,서울특별시 양천구청,2020-06-12,3140000,서울특별시 양천구
다락골,,서울특별시 양천구 신정3동 521,37.515360,126.851499,1991-01-01,300,2019-03-25,부적합,총대장균군,02-2620-3587,서울특별시 양천구청,2020-06-12,3140000,서울특별시 양천구
신정산,,서울특별시 양천구 신정3동 521,35.513834,126.846909,1981-01-01,350,2019-03-25,적합,,02-2620-3587,서울특별시 양천구청,2020-06-12,3140000,서울특별시 양천구
달거리,,서울특별시 양천구 목2동 199-51,37.545067,126.878837,1991-01-01,300,2019-03-25,적합,,02-2620-3587,서울특별시 양천구청,2020-06-12,3140000,서울특별시 양천구
매봉,,서울특별시 양천구 신정3동 814-3,37.505753,126.839641,1981-01-01,300,2019-03-25,적합,,02-2620-3587,서울특별시 양천구청,2020-06-12,3140000,서울특별시 양천구
백년,,서울특별시 양천구 신월7동 350-36,37.517037,126.825951,1986-01-01,100,2019-03-25,적합,,02-2620-3587,서울특별시 양천구청,2020-06-12,3140000,서울특별시 양천구
휘문,,서울특별시 양천구 신월7동 350-36,37.517119,126.826832,1986-01-01,50,2019-03-25,적합,,02-2620-3587,서울특별시 양천구청,2020-06-12,3140000,서울특별시 양천구
연희,,서울특별시 양천구 신월7동 350-35,37.516736,126.825942,1986-01-01,30,2019-03-25,적합,,02-2620-3587,서울특별시 양천구청,2020-06-12,3140000,서울특별시 양천구
석산정,,서울특별시 양천구 신월7동 331-5,37.521138,126.827459,1982-01-01,30,2019-03-25,부적합,수원부족,02-2620-3587,서울특별시 양천구청,2020-06-12,3140000,서울특별시 양천구
녹산 약수터,서울특별시 성북구 대사관로 1,서울특별시 성북구 성북동 산 25-1,37.5968622933,126.9834222416,,50,2019-12-03,부적합,총대장균군,02-2241-3693,성북구청 공원녹지과,2020-05-26,3070000,서울특별시 성북구
새북악 약수터,서울특별시 성북구 정릉로 49,서울특별시 성북구 정릉동 산 87-1,37.6119889610,126.9913198312,,50,2019-12-03,부적합,총대장균군,02-2241-3693,성북구청 공원녹지과,2020-05-26,3070000,서울특별시 성북구
북한산 옹달샘,서울특별시 성북구 보국문로 176-11,성북구 정릉동 산 1-1,37.6179970575,127.0018349432,,50,2019-12-03,부적합,총대장균군,02-2241-3693,성북구청 공원녹지과,2020-05-26,3070000,서울특별시 성북구
정릉동 옹달샘,서울특별시 성북구 보국문로 176-11,성북구 정릉동 산 1-1,37.6179970575,127.0018349432,,50,2019-12-03,부적합,총대장균군,02-2241-3693,성북구청 공원녹지과,2020-05-26,3070000,서울특별시 성북구
자락길 옹달샘,서울특별시 성북구 보국문로 176-11,성북구 정릉동 산 1-1,37.6179970575,127.0018349432,,50,2019-12-03,부적합,총대장균군,02-2241-3693,성북구청 공원녹지과,2020-05-26,3070000,서울특별시 성북구
솔바람교 옹달샘,서울특별시 성북구 대사관로 1,서울특별시 성북구 성북동 산 25-1,37.5968622933,126.9834222416,,50,2019-12-03,적합,,02-2241-3693,성북구청 공원녹지과,2020-05-26,3070000,서울특별시 성북구
개운산계곡 옹달샘,서울특별시 성북구 북악산로 949-34,서울특별시 성북구 종암동 산 2-27,37.5958620906,127.0269135850,,50,2019-12-03,부적합,총대장균군,02-2241-3693,성북구청 공원녹지과,2020-05-26,3070000,서울특별시 성북구
성산약수,충청남도 천안시 서북구 검은들3길 46,충청남도 천안시 서북구 불당동 726,36.81061769,127.1086766,1999-03-29,150,2020-03-23,적합,,041-521-3157,천안시 급수과,2020-02-04,6440000,충청남도
봉서산약수,,충청남도 천안시 서북구 쌍용동 산1-2,36.810321,127.125022,1999-03-29,450,2020-02-21,적합,,041-521-3157,천안시 급수과,2020-02-04,6440000,충청남도
위례약수,충청남도 천안시 동남구 병천면 유관순길 38,충청남도 천안시 동남구 병천면 탑원리 252,36.76009007,127.3083682,1999-03-29,200,2020-02-20,적합,,041-521-3157,천안시 급수과,2020-02-04,6440000,충청남도
신대약수,충청남도 천안시 서북구 신당새터1길 73-11,충청남도 천안시 서북구 신당동 320-6,36.85309032,127.161201,1999-03-29,150,2020-03-23,적합,,041-521-3157,천안시 급수과,2020-02-04,6440000,충청남도
흑성산약수,,충청남도 천안시 동남구 목천읍 지산리 산23-3,36.79659742,127.207557,1999-03-29,100,2020-02-28,적합,,041-521-3157,천안시 급수과,2020-02-04,6440000,충청남도
유왕골약수,충청남도 천안시 동남구 목천읍 유왕골1길 324-3,충청남도 천안시 동남구 목천읍 덕전리 82,36.837566,127.205219,1999-03-29,300,2020-02-28,적합,,041-521-3157,천안시 급수과,2020-02-04,6440000,충청남도
홍샘약수,,충청남도 천안시 동남구 삼룡동 31-3,36.78416482,127.1785252,1999-03-29,200,2020-03-02,적합,,041-521-3157,천안시 급수과,2020-02-04,6440000,충청남도
태학산약수,,충청남도 천안시 동남구 풍세면 삼태리 221,36.74297065,127.087129,1999-03-29,200,2020-02-27,적합,,041-521-3157,천안시 급수과,2020-02-04,6440000,충청남도
각원사약수,,충청남도 천안시 동남구 안서동 171-3,36.83526716,127.1966742,1999-03-29,550,2020-01-01,부적합,수원고갈,041-521-3157,천안시 급수과,2020-02-04,6440000,충청남도
매봉약수,충청남도 천안시 동남구 병천면 유관순길 38,충청남도 천안시 동남구 병천면 탑원리 252,36.76009007,127.3083682,1999-03-29,500,2020-02-19,적합,,041-521-3157,천안시 급수과,2020-02-04,6440000,충청남도
구성약수,충청남도 천안시 동남구 유량로 30-19,충청남도 천안시 동남구 구성동 산44-1,36.8013709,127.168625,1999-03-29,200,2020-02-28,부적합,총대장균군,041-521-3157,천안시 급수과,2020-02-04,6440000,충청남도
발산약수,충청남도 천안시 동남구 수신면 발산1길 111-126,충청남도 천안시 동남구 수신면 발산리 산48,36.728372,127.2973107,1999-03-29,100,2020-03-02,적합,,041-521-3157,천안시 급수과,2020-02-04,6440000,충청남도
요방약수,충청남도 천안시 서북구 성거읍 망향로 372-8,충청남도 천안시 서북구 성거읍 요방리 산72,36.8507044,127.1880666,1999-03-29,100,2020-01-01,부적합,수원고갈,041-521-3157,천안시 급수과,2020-02-04,6440000,충청남도
휴양림약수,충청남도 천안시 동남구 풍세면 휴양림길 105-25,충청남도 천안시 동남구 풍세면 삼태리 28-1,36.72640198,127.0927128,1999-03-29,100,2020-02-27,적합,,041-521-3157,천안시 급수과,2020-02-04,6440000,충청남도
청송약수터,충청남도 계룡시 신도안면 계룡대로 625,충청남도 계룡시 신도안면 정장리 6-3,36.29656268,127.2377735,2002-03-15,200,2020-03-05,적합,,042-840-2453,계룡시 환경위생과,2020-02-04,6440000,충청남도
만운사약수터,충청남도 계룡시 엄사면 번영11길 133,충청남도 계룡시 엄사면 향한리 443,36.29242913,127.2202612,2002-03-15,50,2020-03-05,적합,,042-840-2453,계룡시 환경위생과,2020-02-04,6440000,충청남도
동금암광장,,충청남도 계룡시 금암동 58,36.272459,127.258788,2005-10-21,120,2020-03-05,적합,,042-840-2453,계룡시 환경위생과,2020-02-04,6440000,충청남도
용수대약수터,충청남도 공주시 계룡면 갑사로 519,충청남도 공주시 계룡면 중장리 33-41,36.36783095,127.182967,1996-03-29,200,2020-04-16,적합,,041-840-8626,공주시 상하수도과,2020-02-04,6440000,충청남도
매표소앞약수,충청남도 공주시 반포면 동학사1로 327-6,충청남도 공주시 반포면 학봉리 777,36.35662772,127.2325192,1996-03-29,300,2020-04-16,적합,,041-840-8626,공주시 상하수도과,2020-02-04,6440000,충청남도
해지개큰샘약수터,충청남도 공주시 웅진로 27,충청남도 공주시 봉황동 376-1,36.44520277,127.1196553,2019-02-27,100,2020-04-17,적합,,041-840-8626,공주시 상하수도과,2020-02-04,6440000,충청남도
소룡리약수터,충청남도 논산시 연무읍 연무로 676,충청남도 논산시 연무읍 소룡리 산58-3,36.098748,127.1308678,2006-01-01,60,2020-01-01,부적합,주변 환경정비,041-746-5552,논산시 환경과,2020-02-04,6440000,충청남도
수락리약수터,충청남도 논산시 벌곡면 수락계곡길 203,충청남도 논산시 벌곡면 수락리 산9,36.147625,127.3057887,2006-01-01,60,2020-01-01,적합,2019년도 안심등급,041-746-5552,논산시 환경과,2020-02-04,6440000,충청남도
노성산(하)약수터,,충청남도 논산시 노성면 읍내리 산1-1,36.286634,127.126936,2006-01-01,60,2020-01-01,적합,2019년도 안심등급,041-746-5552,논산시 환경과,2020-02-04,6440000,충청남도
